1,1.394,80,6,21.34
2,2.6755,79,4,42.378
3,3.2208,76,4,56.073
4,4.3074,80,8,44.198
5,4.6429,80,10,26.809
6,2.9876,78,3,52.982
7,3.7132,80,11,43.773
8,1.6586,80,6,134.81
9,2.0282,79,9,41.334
10,3.3555,79,8,60.287
11,2.987,80,10,84.753
12,1.6943,80,23,65.862
13,3.8907,80,5,94.572
14,1.6305,80,10,61.373
15,3.3632,80,7,33.565
16,3.0759,80,4,13.637
17,2.9028,78,7,31.625
18,1.4562,80,8,22.261
19,2.9419,80,5,41.57
20,3.4352,80,7,53.233
21,4.2407,79,5,130.88
22,3.9697,80,5,48.566
23,4.3109,80,5,20.066
24,3.6989,80,3,27.666
25,3.635,80,4,16.935
26,1.8672,79,18,52.133
27,3.9559,79,10,36.721
28,2.9107,79,6,31.696
29,2.6252,78,12,56.71
30,2.746,80,10,14.304
