1,4.786,68,2,0.78799
2,1.9867,74,2,2.231
3,1.877,76,3,2.609
4,2.1757,78,3,3.0843
5,1.9609,75,3,2.3813
6,1.851,73,2,5.0704
7,1.9947,75,2,3.9823
8,2.0873,75,3,4.3816
9,2.3282,75,3,2.4634
10,2.0372,76,2,4.2197
11,1.5536,77,2,2.9457
12,1.9811,74,3,4.8908
13,2.3007,74,5,5.3467
14,1.9616,74,2,3.3318
15,1.8411,72,3,4.2625
16,2.2447,75,3,2.233
17,2.1077,74,3,3.3732
18,2.0119,77,2,2.1716
19,1.9138,75,3,2.0746
20,2.6958,77,3,2.2841
21,2.1358,73,2,3.1181
22,2.1536,74,2,2.2338
23,1.7913,74,2,2.4586
24,2.0746,75,2,2.9378
25,1.6098,76,2,6.1448
26,1.9896,78,2,2.0976
27,1.8952,71,2,2.132
28,1.9828,74,3,3.2326
29,2.5487,76,3,5.5279
30,1.9701,77,2,7.6085
