1,7.2276,120,2,6.3065
2,3.7308,143,6,25.598
3,3.6068,143,6,39.618
4,3.5972,142,6,23.589
5,4.0818,143,8,39.777
6,4.0711,141,5,12.634
7,3.4913,143,6,9.6113
8,4.044,143,7,33.293
9,4.0475,142,5,17.01
10,3.759,144,5,19.902
11,3.4998,144,6,11.483
12,4.215,144,6,13.495
13,3.1477,141,5,25.969
14,3.7179,144,5,9.4551
15,3.4061,142,5,84.952
16,3.2853,144,5,33.06
17,3.5811,140,5,10.504
18,4.1854,141,6,40.346
19,4.4686,143,5,23.808
20,3.8051,143,7,8.2204
21,3.2818,143,4,26.637
22,3.6731,143,5,15.358
23,3.5525,141,5,22.067
24,3.6346,141,6,9.1835
25,4.4125,143,7,23.534
26,4.415,143,6,11.304
27,4.3588,143,5,13.681
28,3.4357,144,8,46.108
29,3.6393,139,7,17.844
30,3.5078,142,5,14.645
