1,3.9803,32,2,3.4998
2,7.6733,32,1,14.841
3,7.418,32,1,1.0311
4,7.615,32,1,1.0292
5,6.763,32,2,4.0056
6,7.4482,32,1,3.85
7,7.5522,32,1,1.056
8,4.7336,32,2,10.85
9,7.108,32,1,3.1547
10,7.9074,32,1,8.1106
11,2.9264,32,2,1.1777
12,2.9308,32,2,1.1203
13,6.8799,32,2,3.144
14,7.7075,32,1,1.0533
15,6.8966,32,2,14.826
16,3.197,32,2,3.9878
17,7.544,32,2,4.9142
18,6.3272,32,2,9.3798
19,7.8636,32,1,3.1354
20,7.993,32,2,1.5322
21,7.8183,32,1,5.7443
22,3.379,32,2,34.607
23,6.5317,32,2,11.335
24,7.1914,32,1,1.1188
25,3.8686,32,2,1.5727
26,7.0955,32,1,5.6373
27,7.6318,32,1,5.7278
28,7.5131,32,1,9.8961
29,3.208,32,2,2.5646
30,4.0433,32,2,3.6341
