1,4.494,154,1,3.9485
2,4.3127,153,1,3.9455
3,4.4888,156,1,3.947
4,4.3893,152,1,10.708
5,4.4904,153,1,3.92
6,4.2359,154,1,27.17
7,4.3168,155,1,3.9832
8,4.3244,155,1,25.443
9,4.3507,155,1,3.8768
10,4.9211,154,1,3.9214
11,4.4204,155,1,4.0374
12,4.8595,154,1,3.9737
13,4.5217,152,1,3.896
14,4.9872,155,1,3.9098
15,4.7874,156,1,7.8023
16,4.8384,153,1,3.9153
17,4.5141,153,1,3.9224
18,4.7412,155,2,4.1351
19,4.4918,156,1,17.415
20,4.5043,154,1,3.9303
21,4.5012,156,1,28.024
22,4.9435,156,1,16.032
23,4.6882,156,2,4.4397
24,4.7374,153,1,7.8293
25,4.9039,156,1,3.9158
26,4.6371,155,2,4.1236
27,4.5533,152,1,3.9304
28,4.6797,154,2,21.133
29,4.2433,155,1,25.467
30,4.3471,155,1,7.881
