1,2.3292,40,1,0.62208
2,2.3112,38,1,4.6425
3,2.4419,40,1,2.9503
4,2.4406,40,1,1.1415
5,2.3053,40,1,1.1478
6,2.4278,40,1,1.8849
7,2.4729,40,1,3.072
8,2.3495,40,1,1.4747
9,2.4635,40,1,7.2413
10,2.2694,40,1,5.4976
11,2.0221,40,2,1.2353
12,2.4359,40,1,1.7901
13,2.3109,40,1,0.90214
14,2.4543,40,1,0.44997
15,2.396,40,1,1.7965
16,2.4845,40,2,2.0545
17,2.1325,39,1,0.88508
18,2.1797,40,1,0.98353
19,2.4564,40,1,2.0374
20,2.3422,40,1,3.1529
21,2.4463,39,1,2.9603
22,2.3905,38,1,2.5671
23,2.4915,40,1,10.978
24,2.2659,39,1,1.3411
25,2.1275,39,1,5.3739
26,2.3956,40,1,1.8003
27,2.4279,40,4,0.94538
28,2.4894,40,1,3.2247
29,2.431,40,1,0.88755
30,2.4133,40,4,1.511
