1,5.7318,32,2,7.0804
2,5.3794,32,2,11.994
3,5.7924,32,2,8.506
4,5.9397,32,2,7.4381
5,5.7745,32,2,16.464
6,5.6768,32,2,15.364
7,4.9278,32,2,10.888
8,5.0939,32,2,13.022
9,5.9476,32,2,17.466
10,5.9996,32,2,35.644
11,5.5995,32,2,5.4714
12,5.5151,32,2,12.617
13,5.5771,32,2,1.6434
14,5.9189,32,3,14.444
15,5.6141,32,2,1.6165
16,5.8107,32,2,15.134
17,6.4376,32,2,3.5879
18,5.3421,32,2,8.59
19,5.3309,32,2,12.776
20,5.9945,32,2,0.95099
21,5.6105,32,2,3.0642
22,5.5135,32,2,5.3642
23,5.945,32,2,7.8437
24,5.9645,32,2,0.46689
25,5.9322,32,2,0.98238
26,5.7898,32,2,14.113
27,5.8639,32,2,1.143
28,5.5345,32,2,8.3315
29,5.2553,32,2,5.699
30,5.7358,32,2,0.32716
