1,11.679,72,1,4.615
2,11.942,72,1,6.759
3,11.869,72,1,1.0054
4,11.764,72,1,1.0087
5,11.607,72,2,5.6099
6,10.923,72,2,19.992
7,11.942,72,1,8.2656
8,11.605,72,1,8.4664
9,11.714,72,2,3.9903
10,11.626,72,1,3.6485
11,11.376,72,1,0.99396
12,11.456,72,1,18.572
13,10.826,72,2,3.9059
14,11.35,72,1,2.1812
15,11.684,72,1,2.2765
16,11.071,72,2,2.2617
17,10.719,72,2,5.4184
18,11.155,72,1,1.0046
19,11.87,72,1,4.6864
20,11.155,72,2,18.075
21,11.38,72,2,1.1108
22,11.627,72,1,3.0127
23,11.439,72,1,3.0059
24,11.19,72,1,4.6002
25,11.727,72,1,9.9359
26,11.98,72,1,18.576
27,11.676,72,1,7.3725
28,11.677,72,1,12.038
29,11.475,72,2,3.899
30,11.659,72,1,4.0177
